Product name,Part Number,Original Price,Discount Price,% Discount,PromoCode,Link
Keychron  Q2-D3 Q2 65% Mechanical Wired Keyboard - Grey - RGB Backlight,KEYKCH1118,351.46,334.73,4.76,CLEARANCE,https://www.pbtech.co.nz/product/KEYKCH1118/Keychron-Q2-D3-Q2-65-Mechanical-Wired-Keyboard---G
Lenovo  Go  Wireless Multi-Device Mouse - Thunder Black,MSELEN21217,81.74,60.09,26.49,CLEARANCE,https://www.pbtech.co.nz/product/MSELEN21217/Lenovo-Go-Wireless-Multi-Device-Mouse---Thunder-Bl
HP Poly Voyager Legend 50-M   Bluetooth In-Ear Mono Headset with Charging Case - Teams Certified,HSTHPE6501404,216.52,247.32,,,https://www.pbtech.co.nz/product/HSTHPE6501404/HP-Poly-Voyager-Legend-50-M-Bluetooth-In-Ear-Mono
"AOC  27E3QAF 27"" FHD Business Monitor With 5 Years Warranty",MONAOC42225,228.85,217.41,5.0,CLEARANCE,https://www.pbtech.co.nz/product/MONAOC42225/AOC-27E3QAF-27-FHD-Business-Monitor-With-5-Years-W
Kinesis 22KFR2-09 Keyboard Wired Freestye2 PC 230MM Kinesis,KSS1005,280.0,216.66,22.62,CLEARANCE,https://www.pbtech.co.nz/product/KSS1005/Kinesis-22KFR2-09-Keyboard-Wired-Freestye2-PC-230M
JBL QUANTUM 400 USB Gaming Headset,HSTJBL1010,,143.98,SPECIAL,,https://www.pbtech.co.nz/product/HSTJBL1010/JBL-QUANTUM-400-USB-Gaming-Headset-Game-Chat-Balan
HP 1D0K9AA Creator 930 Wireless Mouse - Silver,MSEHDT5223226,96.98,90.3,6.89,CLEARANCE,https://www.pbtech.co.nz/product/MSEHDT5223226/HP-1D0K9AA-Creator-930-Wireless-Mouse---Silver
Gigabyte X870E AORUS PRO ATX Motherboard For AMD Socket AM5 - X870E Chipset Supports AMD Ryzen 9000 / 8000 / 7000 Series Processor - PCIe 5.0 - 4x M.2 - 2x Internal USB 2.0 Header - 2x Internal USB 3.0 Header - 1x Internal Type C Header,MBDGBM37513,688.85,631.35,8.35,DROP,https://www.pbtech.co.nz/product/MBDGBM37513/Gigabyte-X870E-AORUS-PRO-ATX-Motherboard-For-AMD-S
PNY NVIDIA GeForce RTX 5070 OC 12GB GDDR7 Graphics Card,VGAPNY150702,1229.35,1033.85,15.9,NEW ARRIVAL,https://www.pbtech.co.nz/product/VGAPNY150702/PNY-NVIDIA-GeForce-RTX-5070-OC-12GB-GDDR7-Graphics
"ASUS B860M AYW GAMING WIFI MATX Motherboard Support Intel 15 Gen CPU, Socket 1851. B860 Chipset, 2x M.2, 2x DDR5, 2x Internal USB 2.0 Header, 1x Internal USB 3.2 Header, 1x Internal Type C Header, Wifi 6 + BT",MBDASU62410,286.35,228.85,20.08,DROP,https://www.pbtech.co.nz/product/MBDASU62410/ASUS-B860M-AYW-GAMING-WIFI-MATX-Motherboard-Suppor
ASUS ROG STRIX X870-A GAMING WIFI ATX Motherboard For AMD Ryzen 7000/8000/9000 Series CPUs Socket AM5 - AMD X870 Chipset - PCIE 5.0 - 4x M.2 - 2x Internal USB 2.0 Header - 2x Internal USB 3.0 Header - 1x Internal Type C Header,MBDASU28720,803.85,746.35,7.15,DROP,https://www.pbtech.co.nz/product/MBDASU28720/ASUS-ROG-STRIX-X870-A-GAMING-WIFI-ATX-Motherboard
"ASUS TUF GAMING B850-PLUS WIFI ATX Motherboard For AMD Ryzen 7000/8000/9000 Series CPUs Socket AM5 - AMD B850 Chipset - PCIE 5.0 - 3x M.2, 4x DDR5, 2x Internal USB 2.0 Header, 1x Internal 3.2 Header, 1x Internal Type C Header, Wifi 7 + BT",MBDASU28520,504.85,435.85,13.67,DROP,https://www.pbtech.co.nz/product/MBDASU28520/ASUS-TUF-GAMING-B850-PLUS-WIFI-ATX-Motherboard-For
"ASUS PRIME B860-PLUS WIFI-CSM ATX Motherboard Support Intel 15th Gen CPU, Socket 1851, B860 Chipset, PCIE 5.0, 2x M.2, 4x DDR5, 1x Internal USB 2.0 Header, 1x Internal USB 3.2 Header, 1x Internal Type C Header, WiFi 6E + BT",MBDASU62420,401.35,320.85,20.06,DROP,https://www.pbtech.co.nz/product/MBDASU62420/ASUS-PRIME-B860-PLUS-WIFI-CSM-ATX-Motherboard-Supp
"ASUS Z890 AYW GAMING WIFI W ATX Motherboard Support Intel 15th Gen CPU, PCIe 5.0, 4x DDR5, 4x M.2, 2x Internal USB2.0 Header, 2x Internal USB3.2 Header, 1x Internal Type C Header, 1x Internal TB Header",MBDASU62521,516.35,458.85,11.14,DROP,https://www.pbtech.co.nz/product/MBDASU62521/ASUS-Z890-AYW-GAMING-WIFI-W-ATX-Motherboard-Suppor
Zotac GAMING NVIDIA GeForce RTX 5080 SOLID OC 16GB GDDR7 Graphics Card,VGAZTC15081,2413.85,2126.35,11.91,DROP,https://www.pbtech.co.nz/product/VGAZTC15081/Zotac-GAMING-NVIDIA-GeForce-RTX-5080-SOLID-OC-16GB
PNY NVIDIA GeForce RTX 5060 Ti 16GB GDDR7 Graphics Card,VGAPNY150621,953.35,861.35,9.65,DROP,https://www.pbtech.co.nz/product/VGAPNY150621/PNY-NVIDIA-GeForce-RTX-5060-Ti-16GB-GDDR7-Graphics
"DEEPCOOL CG580 Black V2 ATX Mid Tower Case, Tempered Glass, with 4x 120mm ARGB Fans Pre-installed, CPU Cooler Support Upto 176mm, GPU Support Upto 410mm, 7x PCI Slot, 360mm Ratiator Supported, Front I/O: 2x USB, 1x Type C, HD Audio",CHADPC2077,159.85,113.85,28.78,DROP,https://www.pbtech.co.nz/product/CHADPC2077/DEEPCOOL-CG580-Black-V2-ATX-Mid-Tower-Case-Tempere
"DEEPCOOL CG380 MATX Mini Tower Case Black with 3 X ARGB PWM Fans Front I/O: 1x Type C, 2x USB, HD Audio",CHADPC1050,113.85,90.85,20.2,NEW ARRIVAL,https://www.pbtech.co.nz/product/CHADPC1050/DEEPCOOL-CG380-MATX-Mini-Tower-Case-Black-with-3-X
"Gigabyte C201 PANORAMIC Black mATX Gaming Case Tempered Glass, CPU Cooler Support 3x 120mm ARGB Fan Pre-installed, CPU Cooler Support Upto 190mm, GPU Support Upto 410mm, 5x PCI Slot, 360mm Radiator Supported, Front I/O: 2x USB, HD Audio",CHAGBC0025,113.85,90.85,20.2,DROP,https://www.pbtech.co.nz/product/CHAGBC0025/Gigabyte-C201-PANORAMIC-Black-mATX-Gaming-Case-Tem
"NZXT H5 White Flow 2024 Edition ATX MidTower Gaming Case Tempered Glass, CPU Cooler Support Upto 170mm, GPU Support Upto 410mm, 7x PCI Slot, 360mm Radiator Supported, Front I/O: 1x Type C, 1x USB, HD Audio",CHANZX0531,171.35,90.85,46.98,DROP,https://www.pbtech.co.nz/product/CHANZX0531/NZXT-H5-White-Flow-2024-Edition-ATX-MidTower-Gamin
Gigabyte NVIDIA GeForce RTX 5060 Ti WINDFORCE OC 8GB GDDR7 Graphics Card,VGAGBV550621,803.85,746.35,7.15,DROP,https://www.pbtech.co.nz/product/VGAGBV550621/Gigabyte-NVIDIA-GeForce-RTX-5060-Ti-WINDFORCE-OC-8
Gigabyte NVIDIA GeForce RTX 5060 GAMING OC 8GB GDDR7 Graphics Card,VGAGBV550605,689.0,631.35,8.37,DROP,https://www.pbtech.co.nz/product/VGAGBV550605/Gigabyte-NVIDIA-GeForce-RTX-5060-GAMING-OC-8GB-GDD
PNY NVIDIA GeForce RTX 5070 Ti ARGB EPIC-X OC 16GB GDDR7 Graphics Card,VGAPNY150713,1838.85,1649.0,10.32,DROP,https://www.pbtech.co.nz/product/VGAPNY150713/PNY-NVIDIA-GeForce-RTX-5070-Ti-ARGB-EPIC-X-OC-16GB
AMD  W6600 8GB GDDR6 Workstation Graphics Card,VGAAMD16600,1493.85,1419.16,5.0,CLEARANCE,https://www.pbtech.co.nz/product/VGAAMD16600/AMD-W6600-8GB-GDDR6-Workstation-Graphics-Card-Sing
"Jonsbo NF-1 ARGB Black Active Memory Cooling, Dual ARGB Fans",FANJSB5000,29.0,16.5,43.1,CLEARANCE,https://www.pbtech.co.nz/product/FANJSB5000/Jonsbo-NF-1-ARGB-Black-Active-Memory-Cooling-Dual
"ASRock Z890 Steel Legend WiFi ATX Motherboard For Intel 15th GEN PCIE 5.0, 4x DDR5, 4x M.2, 2x Internal USB2.0 Header, 2x Internal USB3.2 Header, 1x Internal Type C Header",MBDASR22852,589.03,516.35,12.34,DROP,https://www.pbtech.co.nz/product/MBDASR22852/ASRock-Z890-Steel-Legend-WiFi-ATX-Motherboard-For
Zotac NVIDIA GeForce RTX 5060 AMP EXTREME 8GB GDDR7 Graphics Card,VGAZTC150602,649.0,631.35,2.72,DROP,https://www.pbtech.co.nz/product/VGAZTC150602/Zotac-NVIDIA-GeForce-RTX-5060-AMP-EXTREME-8GB-GDDR
Xiaomi  Smart Band 10  Fitness Tracker - Midnight Black,WTHMIX63275,89.0,79.0,11.24,DROP,https://www.pbtech.co.nz/product/WTHMIX63275/Xiaomi-Smart-Band-10-Fitness-Tracker---Midnight-Bl
"Xiaomi  G34WQi 34"" WQHD 180Hz UltraWide Curved Gaming Monitor",MONMIX34142,599.0,499.0,16.69,DROP,https://www.pbtech.co.nz/product/MONMIX34142/Xiaomi-G34WQi-34-WQHD-180Hz-UltraWide-Curved-Gamin
Google    USB-C - USB-C Cable - 1.8m,CABGOG11001,6.5,5.03,22.62,CLEARANCE,https://www.pbtech.co.nz/product/CABGOG11001/Google-USB-C---USB-C-Cable---18m-Charge-and-Sync
"Samsung Galaxy S6 Lite ( WiFi )  with S-Pen 10.4"" Tablet - Grey",TABSAM62006411,375.0,325.0,13.33,DROP,https://www.pbtech.co.nz/product/TABSAM62006411/Samsung-Galaxy-S6-Lite--WiFi--with-S-Pen-104-Table
"Philips 55PUT7428/79 55"" 4K Google Smart TV",TVPHS52455,699.0,599.0,14.31,DROP,https://www.pbtech.co.nz/product/TVPHS52455/Philips-55PUT742879-55-4K-Google-Smart-TV
Samsung Galaxy Watch Fit3   - Grey,WTHSAM390000,109.0,98.0,10.09,DROP,https://www.pbtech.co.nz/product/WTHSAM390000/Samsung-Galaxy-Watch-Fit3---Grey-16-AMOLED-Display
Samsung Galaxy Watch Ultra   - Titanium Silver with Graphite Marine Loop,WTHSAM9705001,1099.0,749.0,31.85,DROP,https://www.pbtech.co.nz/product/WTHSAM9705001/Samsung-Galaxy-Watch-Ultra---Titanium-Silver-with
"Titan Army  2510G 24.5"" FHD 180Hz Fast IPS Gaming Monitor",MONTTA32510,205.85,189.0,8.19,DROP,https://www.pbtech.co.nz/product/MONTTA32510/Titan-Army-2510G-245-FHD-180Hz-Fast-IPS-Gaming-Mon
"Samsung Galaxy Tab S9 FE 10.9""  Tablet - Grey",TABSAM51012821,649.0,549.0,15.41,DROP,https://www.pbtech.co.nz/product/TABSAM51012821/Samsung-Galaxy-Tab-S9-FE-109-Tablet---Grey-128GB-S
Xiaomi 15 Ultra (2025)  Dual SIM Smartphone - 16GB+512GB - Black,MPHMIX0115001,1999.0,1844.0,7.75,DROP,https://www.pbtech.co.nz/product/MPHMIX0115001/Xiaomi-15-Ultra-2025-Dual-SIM-Smartphone---16GB512
DishTV SmartVu V11 4K Android 10 TV Streaming Dongle with NZ Freeview Live Stream,TVNDTV2011,125.0,109.0,12.8,DROP,https://www.pbtech.co.nz/product/TVNDTV2011/DishTV-SmartVu-V11-4K-Android-10-TV-Streaming-Dong
Apple Watch Series 11  (GPS) 42mm - Rose Gold Aluminium Case,WTHAPP2110020,749.0,713.0,4.81,DROP,https://www.pbtech.co.nz/product/WTHAPP2110020/Apple-Watch-Series-11-GPS-42mm---Rose-Gold-Alumini
Huawei Watch FIT 4  Smart Watch - Black with Flouroelastomer Strap,WTHHUA204000,299.0,189.0,36.79,DROP,https://www.pbtech.co.nz/product/WTHHUA204000/Huawei-Watch-FIT-4-Smart-Watch---Black-with-Flouro
Samsung Galaxy Watch7 44mm (Bluetooth) - Khaki,WTHSAM0310000,459.55,399.0,13.18,OPEN BOX,https://www.pbtech.co.nz/product/WTHSAM0310000/Samsung-Galaxy-Watch7-44mm-Bluetooth---Khaki-Googl?type=open
Huawei Band 10 Polymer  Fitness Tracker - Black,WTHHUA3149146,109.0,69.0,36.7,DROP,https://www.pbtech.co.nz/product/WTHHUA3149146/Huawei-Band-10-Polymer-Fitness-Tracker---Black-147
Spigen    MagSafe Wallet Card Holder - Black,MPPSGP02284,48.99,39.19,20.0,DROP,https://www.pbtech.co.nz/product/MPPSGP02284/Spigen-MagSafe-Wallet-Card-Holder---Black-Designed
Apple Watch Ultra 3  (GPS + Cellular) 49mm - Black Titanium Case,WTHAPP3030110,1598.99,1498.0,6.32,DROP,https://www.pbtech.co.nz/product/WTHAPP3030110/Apple-Watch-Ultra-3-GPS--Cellular-49mm---Black-Tit
"Spigen Signature Air Vent Magnetic Universal Car Mount Holder -Easy installation, Mount In Simplicity,  Any Orientation, Portable Usability, Rugged hexagon design with carbon fiber accent- 000CG20879",MPPSGP20879,28.99,23.2,19.97,DROP,https://www.pbtech.co.nz/product/MPPSGP20879/Spigen-Signature-Air-Vent-Magnetic-Universal-Car-M
Xiaomi Redmi Watch 5  Smart Watch - Obsidian Black,WTHMIX59688,189.0,159.0,15.87,DROP,https://www.pbtech.co.nz/product/WTHMIX59688/Xiaomi-Redmi-Watch-5-Smart-Watch---Obsidian-Black
Samsung Galaxy Watch Fit3   - Pink Gold,WTHSAM390001,109.0,98.0,10.09,DROP,https://www.pbtech.co.nz/product/WTHSAM390001/Samsung-Galaxy-Watch-Fit3---Pink-Gold-16-AMOLED-Di
Fitbit Inspire 3   Fitness Tracker - Black / Midnight Zen,WTHFIT5586250,168.99,149.01,11.82,DROP,https://www.pbtech.co.nz/product/WTHFIT5586250/Fitbit-Inspire-3-Fitness-Tracker---Black--Midnight
Apple Watch SE 3 (GPS) 40mm  - Midnight Aluminium Case,WTHAPP1030000,469.0,444.0,5.33,DROP,https://www.pbtech.co.nz/product/WTHAPP1030000/Apple-Watch-SE-3-GPS-40mm---Midnight-Aluminium-Cas
Amazon Fire TV Stick HD,TAAAMZ111469,67.83,55.0,18.91,,https://www.pbtech.co.nz/product/TAAAMZ111469/Amazon-Fire-TV-Stick-HD
"Edifier  MR4 4"" 2-Way Powered Near Field Studio Monitor Speakers - Black",SPKEDI20269112,178.0,133.0,25.28,DROP,https://www.pbtech.co.nz/product/SPKEDI20269112/Edifier-MR4-4-2-Way-Powered-Near-Field-Studio-Moni
Huawei Watch FIT 4  Smart Watch - Purple with Flouroelastomer Strap,WTHHUA204001,299.0,189.0,36.79,DROP,https://www.pbtech.co.nz/product/WTHHUA204001/Huawei-Watch-FIT-4-Smart-Watch---Purple-with-Flour
Xiaomi  Smart Band 9 Active  Fitness Tracker - Beige White,WTHMIX59882,49.0,42.0,14.29,DROP,https://www.pbtech.co.nz/product/WTHMIX59882/Xiaomi-Smart-Band-9-Active-Fitness-Tracker---Beige
Dynamix CA-ST-MF2 Stereo 3.5mm Male to Female Audio Cable - 2m,ITPAK203,5.5,4.82,12.36,CLEARANCE,https://www.pbtech.co.nz/product/ITPAK203/Dynamix-CA-ST-MF2-Stereo-35mm-Male-to-Female-Audio
Xiaomi 15 Ultra (2025)  Dual SIM Smartphone - 16GB+512GB - Silver Chrome,MPHMIX0115000,1999.0,1844.0,7.75,DROP,https://www.pbtech.co.nz/product/MPHMIX0115000/Xiaomi-15-Ultra-2025-Dual-SIM-Smartphone---16GB512
Huawei Watch GT 6 Pro 46mm Smart Watch - Black,WTHHUA5502607,669.0,509.0,23.92,NEW ARRIVAL,https://www.pbtech.co.nz/product/WTHHUA5502607/Huawei-Watch-GT-6-Pro-46mm-Smart-Watch---Black-147
Xiaomi  Smart Band 9 Active  Fitness Tracker - Pink,WTHMIX62746,49.0,42.0,14.29,DROP,https://www.pbtech.co.nz/product/WTHMIX62746/Xiaomi-Smart-Band-9-Active-Fitness-Tracker---Pink
"Samsung Galaxy S6 Lite ( WiFi )  with S-Pen 10.4"" Tablet - Grey",TABSAM62006411,375.0,325.0,13.33,DROP,https://www.pbtech.co.nz/product/TABSAM62006411/Samsung-Galaxy-S6-Lite--WiFi--with-S-Pen-104-Table
"Samsung Galaxy Tab S9 FE 10.9""  Tablet - Grey",TABSAM51012821,649.0,549.0,15.41,DROP,https://www.pbtech.co.nz/product/TABSAM51012821/Samsung-Galaxy-Tab-S9-FE-109-Tablet---Grey-128GB-S
"HP Probook 460 G11  Business Laptop 16"" WUXGA",NBKHNB4601102,1506.5,1357.0,9.92,MEGA,https://www.pbtech.co.nz/product/NBKHNB4601102/HP-Probook-460-G11-Business-Laptop-16-WUXGA-Intel
"Lenovo Ideapad Slim 3 14AMN8  Laptop 14"" FHD",NBKLEN3148S,,790.54,SPECIAL,,https://www.pbtech.co.nz/product/NBKLEN3148S/Lenovo-Ideapad-Slim-3-14AMN8-Laptop-14-FHD-AMD-Ryz
"OPPO Pad SE 11"" Tablet - Twilight Blue",TABOPP11012811,448.99,345.0,23.16,DROP,https://www.pbtech.co.nz/product/TABOPP11012811/OPPO-Pad-SE-11-Tablet---Twilight-Blue
"Apple MacBook Air 13""  Laptop with M3 Chip - Midnight",NBKAPP213351224,1999.0,1949.0,2.5,CLEARANCE,https://www.pbtech.co.nz/product/NBKAPP213351224/Apple-MacBook-Air-13-Laptop-with-M3-Chip---Midnigh
"HP  14-ep0030TU 14"" HD Laptop",NBKHNB140030B0,619.85,541.45,12.65,SUPREME,https://www.pbtech.co.nz/product/NBKHNB140030B0/HP-14-ep0030TU-14-HD-Laptop-Intel-N100---8GB-RAM
"MSI Thin 15 B12UC-1457NZ NVIDIA RTX 3050 Gaming Laptop 15.6"" FHD 144Hz",NBKMSI121457,1548.99,1471.54,5.0,CLEARANCE,https://www.pbtech.co.nz/product/NBKMSI121457/MSI-Thin-15-B12UC-1457NZ-NVIDIA-RTX-3050-Gaming-La
"Samsung Galaxy Tab S9 FE+ 12.4""  Tablet - Grey",TABSAM61012851,699.0,595.0,14.88,NEW ARRIVAL,https://www.pbtech.co.nz/product/TABSAM61012851/Samsung-Galaxy-Tab-S9-FE-124-Tablet---Grey-128GB-S
"HP  15-fc0430AU   15.6"" FHD",NBKHNB1504300,1173.0,1135.16,3.23,SUPREME,https://www.pbtech.co.nz/product/NBKHNB1504300/HP-15-fc0430AU-156-FHD-AMD-Ryzen-7-5825U---16GB-RA
"HP Victus 15-fa2013 RTX 3050 Gaming Laptop  15.6"" FHD 144Hz",NBKHNB152013IB,,1356.06,SPECIAL,,https://www.pbtech.co.nz/product/NBKHNB152013IB/HP-Victus-15-fa2013-RTX-3050-Gaming-Laptop-156-FHD
HP Omen GT22-3003a RTX 5090 Gaming Desktop,WKSHDT223003,11116.0,10269.99,7.61,DROP,https://www.pbtech.co.nz/product/WKSHDT223003/HP-Omen-GT22-3003a-RTX-5090-Gaming-Desktop-Intel-C
"HP ProBook 440 G11  Business Laptop 14"" WUXGA",NBKHNB6226890,1529.5,1380.0,9.77,MEGA,https://www.pbtech.co.nz/product/NBKHNB6226890/HP-ProBook-440-G11-Business-Laptop-14-WUXGA-Intel
"HP OmniBook 5 Flip 14-fp0007TU  2in1 Laptop 14"" Touch",NBKHNB140068,1601.05,1512.11,5.56,DROP,https://www.pbtech.co.nz/product/NBKHNB140068/HP-OmniBook-5-Flip-14-fp0007TU-2in1-Laptop-14-Touc
Google Pixel Tablet - 128GB - Porcelain,TABGOG111282,699.0,630.86,9.75,CLEARANCE,https://www.pbtech.co.nz/product/TABGOG111282/Google-Pixel-Tablet---128GB---Porcelain
Microsoft Surface Pro 12-Inch ( 1st Edition ) Copilot+ PC Tablet - Platinum,TABMST121151211,1899.0,1804.05,5.0,CLEARANCE,https://www.pbtech.co.nz/product/TABMST121151211/Microsoft-Surface-Pro-12-Inch--1st-Edition--Copilo
"HP Probook 460 G11  Business Laptop 16"" WUXGA",NBKHNB4601102BS,2273.41,2124.05,6.57,MEGA,https://www.pbtech.co.nz/product/NBKHNB4601102BS/HP-Probook-460-G11-Business-Laptop-16-WUXGA-Intel
"Apple iPad Air 11""   - Blue",TABAPP82399022,2199.0,1701.54,22.62,CLEARANCE,https://www.pbtech.co.nz/product/TABAPP82399022/Apple-iPad-Air-11---Blue-1TB-Storage---Cellular--W
"Gigabyte Aorus Master 16 BZH NVIDIA RTX 5090 Gaming Laptop 16"" QHD 240Hz OLED",NBKGBM16664,7992.5,6509.94,18.55,CLEARANCE,https://www.pbtech.co.nz/product/NBKGBM16664/Gigabyte-Aorus-Master-16-BZH-NVIDIA-RTX-5090-Gamin
"ASUS Vivobook 16 V3607VU NVIDIA RTX 4050 Gaming Laptop 16"" WUXGA 144Hz",NBKASU36071970,,1933.21,SPECIAL,,https://www.pbtech.co.nz/product/NBKASU36071970/ASUS-Vivobook-16-V3607VU-NVIDIA-RTX-4050-Gaming-La
"Xiaomi  G34WQi 34"" WQHD 180Hz UltraWide Curved Gaming Monitor",MONMIX34142,599.0,499.0,16.69,DROP,https://www.pbtech.co.nz/product/MONMIX34142/Xiaomi-G34WQi-34-WQHD-180Hz-UltraWide-Curved-Gamin
"Titan Army  2510G 24.5"" FHD 180Hz Fast IPS Gaming Monitor",MONTTA32510,205.85,189.0,8.19,DROP,https://www.pbtech.co.nz/product/MONTTA32510/Titan-Army-2510G-245-FHD-180Hz-Fast-IPS-Gaming-Mon
JBL Free WFH Wireless Over-Ear Headset - Black,HSTJBL780053,159.0,114.99,27.68,PBDEAL,https://www.pbtech.co.nz/product/HSTJBL780053/JBL-Free-WFH-Wireless-Over-Ear-Headset---Black-Det
Promate  CLIX-8.BLK Ergonomic Wireless Mouse - Black,MSEPRM1005,15.32,13.02,15.01,DROP,https://www.pbtech.co.nz/product/MSEPRM1005/Promate-CLIX-8BLK-Ergonomic-Wireless-Mouse---Black
"Samsung ViewFinity S80UD 37"" 4K UHD Business Monitor",MONSAM280370,799.0,699.0,12.52,DROP,https://www.pbtech.co.nz/product/MONSAM280370/Samsung-ViewFinity-S80UD-37-4K-UHD-Business-Monito
HP Poly Blackwire 5220 USB-C/A Wired On-Ear Headset - Teams & UC Certified,IPHHPE6076724,,104.29,SPECIAL,,https://www.pbtech.co.nz/product/IPHHPE6076724/HP-Poly-Blackwire-5220-USB-CA-Wired-On-Ear-Headset
EPOS GTW 270 Hybrid Wireless Gaming Earbuds,HSTEPS1010,228.85,122.0,46.69,CLEARANCE,https://www.pbtech.co.nz/product/HSTEPS1010/EPOS-GTW-270-Hybrid-Wireless-Gaming-Earbuds-Blueto
"HP OMEN 34c G2 34"" WQHD 180Hz Curved Gaming Monitor",MONHDT34247,847.0,782.6,7.6,DROP,https://www.pbtech.co.nz/product/MONHDT34247/HP-OMEN-34c-G2-34-WQHD-180Hz-Curved-Gaming-Monitor
Logitech MK235 Te Reo Maori Wireless Keyboard & Mouse Combo,KEYLOG3115339TR,108.64,69.0,36.49,CLEARANCE,https://www.pbtech.co.nz/product/KEYLOG3115339TR/Logitech-MK235-Te-Reo-Maori-Wireless-Keyboard--Mou
"AOC AGON Pro AG346UCD 34"" Ultrawide Curved 175Hz OLED Gaming Monitor",MONAOC93401,1499.0,1288.0,14.08,DROP,https://www.pbtech.co.nz/product/MONAOC93401/AOC-AGON-Pro-AG346UCD-34-Ultrawide-Curved-175Hz-OL
"LG  38WR85QC-W 38"" WQHD UltraWide Curved Monitor",MONLGL73881,2068.85,1699.0,17.88,DROP,https://www.pbtech.co.nz/product/MONLGL73881/LG-38WR85QC-W-38-WQHD-UltraWide-Curved-Monitor-384
HP Poly Voyager Focus 2 Bluetooth On-Ear Active Noise Cancelling Headset with Stand- Teams Certified,HSTHPE6246187,213.91,245.35,,,https://www.pbtech.co.nz/product/HSTHPE6246187/HP-Poly-Voyager-Focus-2-Bluetooth-On-Ear-Active-No
Razer Basilisk V3 Pro 35K Wireless Ergonomic Gaming Mouse - White Edition,MSERAZ112096,318.99,259.0,18.81,DROP,https://www.pbtech.co.nz/product/MSERAZ112096/Razer-Basilisk-V3-Pro-35K-Wireless-Ergonomic-Gamin
Keychron  Q2-D3 Q2 65% Mechanical Wired Keyboard - Grey - RGB Backlight,KEYKCH1118,351.46,334.73,4.76,CLEARANCE,https://www.pbtech.co.nz/product/KEYKCH1118/Keychron-Q2-D3-Q2-65-Mechanical-Wired-Keyboard---G
Lenovo  Go  Wireless Multi-Device Mouse - Thunder Black,MSELEN21217,81.74,60.09,26.49,CLEARANCE,https://www.pbtech.co.nz/product/MSELEN21217/Lenovo-Go-Wireless-Multi-Device-Mouse---Thunder-Bl
HP Poly Voyager Legend 50-M   Bluetooth In-Ear Mono Headset with Charging Case - Teams Certified,HSTHPE6501404,216.52,247.32,,,https://www.pbtech.co.nz/product/HSTHPE6501404/HP-Poly-Voyager-Legend-50-M-Bluetooth-In-Ear-Mono
"AOC  27E3QAF 27"" FHD Business Monitor With 5 Years Warranty",MONAOC42225,228.85,217.41,5.0,CLEARANCE,https://www.pbtech.co.nz/product/MONAOC42225/AOC-27E3QAF-27-FHD-Business-Monitor-With-5-Years-W
Kinesis 22KFR2-09 Keyboard Wired Freestye2 PC 230MM Kinesis,KSS1005,280.0,216.66,22.62,CLEARANCE,https://www.pbtech.co.nz/product/KSS1005/Kinesis-22KFR2-09-Keyboard-Wired-Freestye2-PC-230M
JBL QUANTUM 400 USB Gaming Headset,HSTJBL1010,,143.98,SPECIAL,,https://www.pbtech.co.nz/product/HSTJBL1010/JBL-QUANTUM-400-USB-Gaming-Headset-Game-Chat-Balan
HP 1D0K9AA Creator 930 Wireless Mouse - Silver,MSEHDT5223226,96.98,90.3,6.89,CLEARANCE,https://www.pbtech.co.nz/product/MSEHDT5223226/HP-1D0K9AA-Creator-930-Wireless-Mouse---Silver
Gigabyte X870E AORUS PRO ATX Motherboard For AMD Socket AM5 - X870E Chipset Supports AMD Ryzen 9000 / 8000 / 7000 Series Processor - PCIe 5.0 - 4x M.2 - 2x Internal USB 2.0 Header - 2x Internal USB 3.0 Header - 1x Internal Type C Header,MBDGBM37513,688.85,631.35,8.35,DROP,https://www.pbtech.co.nz/product/MBDGBM37513/Gigabyte-X870E-AORUS-PRO-ATX-Motherboard-For-AMD-S
PNY NVIDIA GeForce RTX 5070 OC 12GB GDDR7 Graphics Card,VGAPNY150702,1229.35,1033.85,15.9,NEW ARRIVAL,https://www.pbtech.co.nz/product/VGAPNY150702/PNY-NVIDIA-GeForce-RTX-5070-OC-12GB-GDDR7-Graphics
"ASUS B860M AYW GAMING WIFI MATX Motherboard Support Intel 15 Gen CPU, Socket 1851. B860 Chipset, 2x M.2, 2x DDR5, 2x Internal USB 2.0 Header, 1x Internal USB 3.2 Header, 1x Internal Type C Header, Wifi 6 + BT",MBDASU62410,286.35,228.85,20.08,DROP,https://www.pbtech.co.nz/product/MBDASU62410/ASUS-B860M-AYW-GAMING-WIFI-MATX-Motherboard-Suppor
ASUS ROG STRIX X870-A GAMING WIFI ATX Motherboard For AMD Ryzen 7000/8000/9000 Series CPUs Socket AM5 - AMD X870 Chipset - PCIE 5.0 - 4x M.2 - 2x Internal USB 2.0 Header - 2x Internal USB 3.0 Header - 1x Internal Type C Header,MBDASU28720,803.85,746.35,7.15,DROP,https://www.pbtech.co.nz/product/MBDASU28720/ASUS-ROG-STRIX-X870-A-GAMING-WIFI-ATX-Motherboard
